line_id,uom_name
10717,CARTON DE 1000
10718,CARTON DE 1000
10721,PIECE
10722,PIECE
10723,BOITE DE 50
10758,BOITE DE 50
10763,CARTON DE 6
10767,CARTON DE 6
10799,PIECE
10866,PIECE
10882,PIECE
10891,BOITE DE 50
10892,BOITE DE 50
10929,BOITE DE 50
10930,BOITE DE 50
10931,BOITE DE 50
10932,BOITE DE 50
10933,BOITE DE 50
10934,BOITE DE 50
10982,CARTON DE 6
10983,CARTON DE 6
10984,CARTON DE 6
11051,CARTON DE 1000
11052,CARTON DE 1000
11053,CARTON DE 1000
11054,CARTON DE 1000
11064,PIECE
11125,PIECE
11126,PIECE
11143,CARTON DE 25
11160,CARTON DE 12 PACKS
11166,CARTON DE 6
11167,CARTON DE 6
11168,CARTON DE 6
11169,CARTON DE 6
11184,CARTON DE 6
11185,CARTON DE 6
11188,CARTON DE 25
11204,CARTON DE 6
11226,PIECE
11227,PIECE
11236,CARTON DE 1000
11286,PIECE
11287,PIECE
11301,PIECE
11319,CARTON DE 24
11440,CARTON DE 6
11444,CARTON DE 6
11477,PIECE
11479,CARTON DE 12 PACKS
11491,CARTON DE 6
11550,CARTON DE 6
11564,CARTON DE 6
11574,PIECE
11588,PIECE
11596,CARTON DE 6
11629,CARTON DE 6
11639,CARTON DE 24
11663,CARTON DE 6
11669,PIECE
11670,PIECE
11722,SACHET DE 100
11729,PIECE
11731,CARTON DE 6
11742,CARTON DE 6
11759,PIECE
11790,CARTON DE 6
11791,CARTON DE 6
11792,CARTON DE 6
11793,CARTON DE 6
11826,CARTON DE 1000
11830,CARTON DE 1000
11862,CARTON DE 6
11863,CARTON DE 6
11864,CARTON DE 6
11896,PIECE
11914,CARTON DE 6
11915,CARTON DE 6
11916,CARTON DE 6
11917,CARTON DE 6
11943,CARTON DE 6
11953,CARTON DE 6
11979,CARTON DE 1000
11981,CARTON DE 1000
11990,CARTON DE 6
11991,CARTON DE 6
11992,CARTON DE 6
11993,CARTON DE 6
12002,CARTON DE 25
12072,CARTON DE 6
12073,CARTON DE 6
12074,CARTON DE 6
12075,CARTON DE 6
12111,PIECE
12113,PIECE
12115,CARTON DE 12 PACKS
12146,PIECE
12183,CARTON DE 1000
12194,PIECE
12221,BOITE DE 250
12224,CARTON DE 6
12239,PIECE
12240,PIECE
12242,CARTON DE 6
12243,CARTON DE 6
12244,CARTON DE 6
12245,CARTON DE 6
12246,CARTON DE 6
12247,CARTON DE 6
12249,CARTON DE 6
12275,CARTON DE 6
12292,CARTON DE 1000
12293,CARTON DE 6
12305,CARTON DE 1000
